TCS Status,TCS Comments,Key,OnShore QA Validation,Onshore QA Review Date,Status,Sub-Projects,Vendor,State,County,Document Year,Doc Number,Recording Date,Issue Type,Recording Book,Recording Page,Deed,DAMAR Type,3072 Fields,ADC,Summary,Description,Transmission Date,Created,Batch Date,Type of Error,Sample Data,Assignee,Critical/Non Critical
,,ETQA-28079,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,12_Buyer/Borrower 1 Vesting,,Global - Field 12 = BLANK; it s/b JT,Field 12 = User has missed to key vesting,2023-05-11,2023-05-14 18:09:39,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28078,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,94_Title Company Name,,Global - Field 94 = ATTORNEY ONLY; it s/b FITCO-FIRST INTEGRITY TITLE,Field 94 = There is no attorney name available,2023-05-11,2023-05-14 18:09:38,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28077,,,Open,Transaction QA,TCS,CO,JEFFERSON,2023,24000,2023-04-26,Defect,,,T,TR,7_Title Company Code,,Global - Field 7 = 00400; it s/b 23742,Field 7 = There is no attorney name available,2023-05-11,2023-05-14 18:09:37,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28076,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,108_Buyer/Borrower/Defendant 2 Last Name,,Local - Field 108 = BLANK; it s/b HOOD,Field 108 = User has missed to key second borrower name,2023-05-11,2023-05-14 18:09:36,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28075,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,107_Buyer/Borrower/Defendant 2 First Name (or Company Name),,Global - Field 107 = BLANK; it s/b MADISON,Field 107 = User has missed to key second borrower name,2023-05-11,2023-05-14 18:09:35,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28074,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = HOOD; it s/b BURROW,Field 11 = User has keyed incorrect borrower last name,2023-05-11,2023-05-14 18:09:34,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28073,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = TREVOR & MADISON; it s/b TREVOR,Field 10 = Both the borrower name is having different last name. so only one name should be keyed,2023-05-11,2023-05-14 18:09:33,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28072,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,139_Attorney Name,,Global - Field 139 = BLANK; it s/b ROBERTSON ANSCHUTZ VETTERS LLC,Field 139 = User has missed to key attorney name,2023-05-11,2023-05-14 18:09:32,2023-05-01,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28071,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,94_Title Company Name,,Global - Field 94 = BLANK; it s/b ATTORNEY ONLY,Field 94 = User has missed to key attorney only,2023-05-11,2023-05-14 18:09:31,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28070,,,Open,Transaction QA,TCS,TX,LUBBOCK,2023,14484,2023-04-21,Defect,,,T,TR,7_Title Company Code,,Global - Field 7 = BLANK; it s/b 00400,Field 7 = User has missed to key attorney code,2023-05-11,2023-05-14 18:09:30,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28069,,,Open,Transaction QA,TCS,IL,KANE,2023,13262,2023-04-27,Defect,,,G,WD,139_Attorney Name,,Global - Field 139 = BLANK; it s/b KEVIN F BRENNAN,Field 139 = User has missed to key attorney name,2023-05-11,2023-05-14 18:09:29,2023-05-04,Keying error,04/30 to 05/07,,Non-Critical
,,ETQA-28068,,,Open,Transaction QA,TCS,IL,KANE,2023,13262,2023-04-27,Defect,,,G,WD,94_Title Company Name,,Global - Field 94 = BLANK; it s/b USI,Field 94 = User has missed to key attorney only,2023-05-11,2023-05-14 18:09:28,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28067,,,Open,Transaction QA,TCS,IL,KANE,2023,13262,2023-04-27,Defect,,,G,WD,7_Title Company Code,,Global - Field 7 = BLANK; it s/b 24345,Field 7 = User has missed to key attorney code,2023-05-11,2023-05-14 18:09:27,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28066,,,Open,Transaction QA,TCS,CA,RIVERSIDE,2023,122511,2023-04-28,Defect,,,G,IT,96_Title Order Abbreviation,,Local - Field 96 = BLANK; it s/b DD,Field 96 = User has missed to key abbreviation which is available with the title company name,2023-05-11,2023-05-14 18:09:26,2023-05-04,Keying error,04/30 to 05/07,,Critical
,,ETQA-28065,,,Open,Transaction QA,TCS,CO,EL PASO,2023,33275,2023-04-24,Defect,,,G,WD,97_Escrow Order Number,,Local - Field 97 = F03441-23; it s/b BLANK,Field 97 = There is no escrow order number available,2023-05-11,2023-05-14 18:09:25,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28064,,,Open,Transaction QA,TCS,CO,EL PASO,2023,33275,2023-04-24,Defect,,,G,WD,96_Title Order Abbreviation,,Local - Field 96 = BLANK; it s/b 23,Field 96 = User has missed to key abbreviation,2023-05-11,2023-05-14 18:09:24,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28063,,,Open,Transaction QA,TCS,CO,EL PASO,2023,33275,2023-04-24,Defect,,,G,WD,95_Title Order Number,,Local - Field 95 = 370; it s/b 370-F03441,Field 95 = User has keyed incorrect title order number,2023-05-11,2023-05-14 18:09:23,2023-05-01,Keying error,04/30 to 05/07,,Critical
,,ETQA-28062,,,Open,Transaction QA,TCS,PA,MONTGOMERY,2023,15282,2023-03-29,Defect,1764,2484,D,DR,142_Matching Grant Deed/Original Page Number (NOD & NOT),,Local - Field 142 = 00161; it s/b 161,Field 142 = User should not add zero,2023-05-11,2023-05-14 18:09:22,2023-05-05,Keying error,04/30 to 05/07,,Critical
,,ETQA-28061,,,Open,Transaction QA,TCS,NV,WASHOE,2023,5374814,2023-04-21,Defect,,,T,TR,11_Buyer/Borrower/Defendant 1 Last Name or Company Code,,Global - Field 11 = ISRAEL; it s/b GONZALEZ,Field 11 = user capture the incorrect borrower name,2023-05-11,2023-05-14 18:09:21,2023-05-02,Keying error,04/30 to 05/07,,Critical
,,ETQA-28060,,,Open,Transaction QA,TCS,NV,WASHOE,2023,5374814,2023-04-21,Defect,,,T,TR,10_Buyer/Borrower/Defendant 1 First Name or Company Name,,Global - Field 10 = JOSE GONZALEZ; it s/b JOSE I,Field 10 = user capture the incorrect borrower name,2023-05-11,2023-05-14 18:09:19,2023-05-02,Keying error,04/30 to 05/07,,Critical
